variable,between_var,within_var,total_var,between_share,within_share,icc
access_to_finance_share,0.0012672553741168975,0.0005483812595011092,0.001696579690459252,0.746947155646936,0.3232275280583291,0.6808476163117998
log_eib_per_sme,0.4368847406415598,0.47674542362029015,0.8055156276414726,0.5423665608086912,0.5918512406968286,0.43563878995276933
log_gdp_pc,0.3776438465736777,0.007372025914124512,0.3627048372246957,1.0411877863645014,0.02032513812204148,0.9802421395324428
