spec,param,coef,se,t_analytic,p_analytic,p_bootstrap,n_reps,n_successful
Spec 1a,access_to_finance_share,3.5703363599550673,3.3386381698755794,1.0693990118995502,0.0,0.3283283283283283,999,999
Spec 1b,access_to_finance_share_lag1,-0.17039170829241523,2.010594761012588,-0.08474691747759332,0.0,0.9009009009009009,999,999
Spec 2a,log_eib_per_sme_lag1,-0.000748278263617647,0.0017385034204731537,-0.4304151805545453,0.0,0.5995995995995996,999,999
Spec 2b,log_eib_per_sme_lag1,0.0012634380852533532,0.0010880453278754795,1.1611998626200124,0.0,0.4024024024024024,999,999
