beta_w,se_w,p_w,ci_w_lower,ci_w_upper,beta_b,se_b,p_b,ci_b_lower,ci_b_upper,wald_chi2,wald_p,N,n_countries
5.162840482150444,3.2230836418212525,0.10919262982459738,-1.1542873749794067,11.479968339280294,9.719141798492366,2.659701652742922,0.00025796242824319105,4.506222349494581,14.93206124749015,1.2116817380389482,0.2709993135657708,160,27
